,time,lat,lon,pressure,temperature,salinity,doxy,chla,bbp700
128283,2023-01-24 06:11:15.999994,17.937313,67.159355,699.52,10.966219,35.596066,4.0253744,0.0864,0.00034774156
128309,2023-01-24 06:11:15.999994,17.937313,67.159355,748.55,10.668559,35.576687,4.6408143,0.0936,0.00038551152
128335,2023-01-24 06:11:15.999994,17.937313,67.159355,799.65,10.316732,35.547,4.985493,0.0864,0.00037242594
128361,2023-01-24 06:11:15.999994,17.937313,67.159355,849.41,9.863817,35.503387,5.5815945,0.0936,0.0003973084
128387,2023-01-24 06:11:15.999994,17.937313,67.159355,899.14,9.412659,35.45065,7.440062,0.0936,0.0004476153
128413,2023-01-24 06:11:15.999994,17.937313,67.159355,949.68,9.088647,35.420956,8.796161,0.0936,0.00040912817
128439,2023-01-24 06:11:15.999994,17.937313,67.159355,999.39,8.813362,35.391678,10.277639,0.0936,0.00042149925
128465,2023-01-24 06:11:15.999994,17.937313,67.159355,1049.57,8.448944,35.351788,11.870111,0.0864,0.00042106284
128491,2023-01-24 06:11:15.999994,17.937313,67.159355,1099.44,8.040308,35.308083,15.321281,0.0864,0.0003697417
128517,2023-01-24 06:11:15.999994,17.937313,67.159355,1149.71,7.6905956,35.27148,18.769073,0.0936,0.0005724966
128543,2023-01-24 06:11:15.999994,17.937313,67.159355,1199.63,7.382716,35.23474,22.207232,0.0864,0.00039429456
128569,2023-01-24 06:11:15.999994,17.937313,67.159355,1249.2,7.10956,35.21252,24.167173,0.0864,0.00059711095
128595,2023-01-24 06:11:15.999994,17.937313,67.159355,1299.61,6.722254,35.171337,29.564226,0.0792,0.00040606954
128621,2023-01-24 06:11:15.999994,17.937313,67.159355,1349.58,6.4714956,35.15068,33.525864,0.0792,0.0003803056
128647,2023-01-24 06:11:15.999994,17.937313,67.159355,1399.94,6.145312,35.116367,37.06045,0.0936,0.00039253055
128697,2023-01-24 06:11:15.999994,17.937313,67.159355,1496.32,5.4997754,35.0581,47.995865,0.1008,0.00035345237
128749,2023-01-24 06:11:15.999994,17.937313,67.159355,1599.5,4.874554,35.003044,59.940166,0.0864,0.00036514757
128800,2023-01-24 06:11:15.999994,17.937313,67.159355,1698.7,4.3843026,34.957527,71.91829,0.0864,0.00037703285
128851,2023-01-24 06:11:15.999994,17.937313,67.159355,1799.72,3.8195336,34.90671,88.034805,0.0936,0.00036337052
128902,2023-01-24 06:11:15.999994,17.937313,67.159355,1899.3,3.4683986,34.876053,98.73951,0.0864,0.00038815112
128948,2023-01-24 06:11:15.999994,17.937313,67.159355,1994.45,3.2021,34.854,105.540695,0.072,0.0003622692
128958,2023-02-13 06:02:16.999981,18.165434,67.185699,9.25,25.562515,36.165012,230.45879,0.6192,0.0016134491
128962,2023-02-13 06:02:16.999981,18.165434,67.185699,14.46,25.548956,36.165215,220.42198,0.7992,0.0015372519
128965,2023-02-13 06:02:16.999981,18.165434,67.185699,19.34,25.499418,36.19545,193.22446,0.612,0.0011816132
128969,2023-02-13 06:02:16.999981,18.165434,67.185699,24.18,25.027609,36.151592,152.09265,0.612,0.0008513741
128972,2023-02-13 06:02:16.999981,18.165434,67.185699,29.16,24.776556,36.10163,131.59181,0.6624,0.00081337546
128975,2023-02-13 06:02:16.999981,18.165434,67.185699,33.46,24.507565,36.018257,124.521034,0.612,0.0008897104
128979,2023-02-13 06:02:16.999981,18.165434,67.185699,39.29,24.521753,36.08841,131.21194,0.4248,0.00071179407
128983,2023-02-13 06:02:16.999981,18.165434,67.185699,44.44,24.299658,36.089436,111.01402,0.3528,0.0006355307
128986,2023-02-13 06:02:16.999981,18.165434,67.185699,48.52,24.007471,36.0445,95.07748,0.324,0.0006482615
128992,2023-02-13 06:02:16.999981,18.165434,67.185699,59.38,23.246479,35.821537,63.356083,0.3096,0.00059774506
128998,2023-02-13 06:02:16.999981,18.165434,67.185699,69.55,22.453342,35.731236,38.91001,0.2736,0.000623043
129003,2023-02-13 06:02:16.999981,18.165434,67.185699,76.44,22.194601,35.81178,42.379967,0.1872,0.0004323247
129009,2023-02-13 06:02:16.999981,18.165434,67.185699,87.84,21.288269,35.675896,27.925674,0.1008,0.00038150614
129015,2023-02-13 06:02:16.999981,18.165434,67.185699,96.91,20.511442,35.57184,14.547609,0.0576,0.0004194848
129022,2023-02-13 06:02:16.999981,18.165434,67.185699,109.37,19.405565,35.496456,5.7782035,0.0648,0.00029207798
129028,2023-02-13 06:02:16.999981,18.165434,67.185699,119.8,19.178482,35.59303,3.9941006,0.0576,0.0002790042
129034,2023-02-13 06:02:16.999981,18.165434,67.185699,129.44,19.34504,35.80548,2.6194236,0.0576,0.00034214163
129038,2023-02-13 06:02:16.999981,18.165434,67.185699,134.89,19.194317,35.79965,2.5036488,0.0576,0.0003801655
129046,2023-02-13 06:02:16.999981,18.165434,67.185699,149.25,18.537266,35.7069,2.5241654,0.0576,0.00040538274
129052,2023-02-13 06:02:16.999981,18.165434,67.185699,159.69,17.574375,35.53178,2.6537125,0.0648,0.0003797484
129058,2023-02-13 06:02:16.999981,18.165434,67.185699,168.69,17.2436,35.617367,2.55344,0.072,0.00058251503
129064,2023-02-13 06:02:16.999981,18.165434,67.185699,179.47,16.467987,35.568436,2.619621,0.072,0.0005693168
129068,2023-02-13 06:02:16.999981,18.165434,67.185699,184.77,16.31515,35.558647,2.6471896,0.0792,0.0005692632
129076,2023-02-13 06:02:16.999981,18.165434,67.185699,199.64,16.150448,35.6736,2.623626,0.0864,0.0006577319
129087,2023-02-13 06:02:16.999981,18.165434,67.185699,219.76,15.660864,35.73603,2.6217437,0.0864,0.0007333685
129098,2023-02-13 06:02:16.999981,18.165434,67.185699,238.07,15.239275,35.716507,2.6545687,0.0936,0.00077114784
129107,2023-02-13 06:02:16.999981,18.165434,67.185699,255.38,14.880036,35.712624,2.6772804,0.0864,0.0007200266
129119,2023-02-13 06:02:16.999981,18.165434,67.185699,276.25,14.488158,35.72999,2.6967092,0.0936,0.0007704188
129131,2023-02-13 06:02:16.999981,18.165434,67.185699,299.47,14.13463,35.736866,2.7294624,0.0864,0.00069385284
129142,2023-02-13 06:02:16.999981,18.165434,67.185699,319.43,13.655353,35.669735,2.7514846,0.0792,0.00057923293
129153,2023-02-13 06:02:16.999981,18.165434,67.185699,339.8,13.484772,35.682293,2.763468,0.0792,0.00060442823
129163,2023-02-13 06:02:16.999981,18.165434,67.185699,357.21,13.386781,35.68634,2.7898254,0.0936,0.0005281254
129175,2023-02-13 06:02:16.999981,18.165434,67.185699,379.71,13.093242,35.66466,2.8133895,0.0864,0.0004897536
129186,2023-02-13 06:02:16.999981,18.165434,67.185699,399.4,12.863472,35.63805,2.866419,0.0864,0.00048958225
129212,2023-02-13 06:02:16.999981,18.165434,67.185699,449.63,12.694293,35.67472,3.054097,0.0864,0.00037498158
129238,2023-02-13 06:02:16.999981,18.165434,67.185699,498.36,12.479218,35.700203,3.1063614,0.0864,0.00038741349
129264,2023-02-13 06:02:16.999981,18.165434,67.185699,549.56,12.103072,35.665028,3.0517259,0.0936,0.00037435925
129289,2023-02-13 06:02:16.999981,18.165434,67.185699,597.74,11.886611,35.65592,3.0398536,0.0792,0.00034872637
129316,2023-02-13 06:02:16.999981,18.165434,67.185699,649.42,11.520865,35.621628,3.2223046,0.0864,0.0002975703
129342,2023-02-13 06:02:16.999981,18.165434,67.185699,699.7,11.092004,35.591904,3.361479,0.0936,0.00030980023
129368,2023-02-13 06:02:16.999981,18.165434,67.185699,749.17,10.72324,35.56769,3.7737403,0.0864,0.0003728991
129394,2023-02-13 06:02:16.999981,18.165434,67.185699,799.8,10.403445,35.555126,4.357559,0.072,0.0006646096
129420,2023-02-13 06:02:16.999981,18.165434,67.185699,849.36,10.01168,35.52077,4.740939,0.0864,0.00039747314
129445,2023-02-13 06:02:16.999981,18.165434,67.185699,896.88,9.586102,35.472374,6.208786,0.0792,0.0004859087
129472,2023-02-13 06:02:16.999981,18.165434,67.185699,949.79,9.151342,35.426674,8.4359455,0.0792,0.00049810804
129498,2023-02-13 06:02:16.999981,18.165434,67.185699,999.06,8.757537,35.38528,10.513556,0.0936,0.00039602627
129524,2023-02-13 06:02:16.999981,18.165434,67.185699,1049.57,8.475024,35.354786,11.293244,0.072,0.00040838987
129550,2023-02-13 06:02:16.999981,18.165434,67.185699,1099.35,8.175812,35.331753,11.479922,0.1008,0.00040799702
129576,2023-02-13 06:02:16.999981,18.165434,67.185699,1149.43,7.8618226,35.2984,14.299603,0.0936,0.00038219424
129602,2023-02-13 06:02:16.999981,18.165434,67.185699,1199.44,7.5287943,35.262268,18.063776,0.0936,0.00040716928
129628,2023-02-13 06:02:16.999981,18.165434,67.185699,1249.6,7.169599,35.22246,22.288654,0.0936,0.00040668045
129653,2023-02-13 06:02:16.999981,18.165434,67.185699,1296.68,6.919616,35.198437,25.43636,0.0864,0.00043173527
129680,2023-02-13 06:02:16.999981,18.165434,67.185699,1349.56,6.6090074,35.16905,28.088179,0.0936,0.00039319077
129705,2023-02-13 06:02:16.999981,18.165434,67.185699,1396.44,6.2958527,35.137558,32.93488,0.0864,0.0003673389
129757,2023-02-13 06:02:16.999981,18.165434,67.185699,1499.34,5.671506,35.07551,44.000706,0.0864,0.00039180357
129808,2023-02-13 06:02:16.999981,18.165434,67.185699,1598.85,5.075065,35.02304,53.95948,0.0864,0.00036546635
129858,2023-02-13 06:02:16.999981,18.165434,67.185699,1697.87,4.485478,34.96717,69.262314,0.072,0.0003772064
129909,2023-02-13 06:02:16.999981,18.165434,67.185699,1796.63,3.9013555,34.91498,84.67719,0.0792,0.00037621072
129961,2023-02-13 06:02:16.999981,18.165434,67.185699,1899.37,3.549275,34.88285,96.3299,0.0936,0.00035019356
130008,2023-02-13 06:02:16.999981,18.165434,67.185699,1995.84,3.2902,34.8622,102.55083,0.0792,0.00037512698
130014,2023-02-23 05:51:51.999992,18.267786,67.046928,9.45,26.534561,35.715557,232.70992,0.1224,0.00089063396
130018,2023-02-23 05:51:51.999992,18.267786,67.046928,14.47,26.469955,35.8116,234.40399,0.1944,0.0009285571
130021,2023-02-23 05:51:51.999992,18.267786,67.046928,19.18,26.197594,36.073418,234.8555,0.4104,0.0011819102
130025,2023-02-23 05:51:51.999992,18.267786,67.046928,24.49,25.90365,36.243206,225.65483,0.8424,0.0012323166
130028,2023-02-23 05:51:51.999992,18.267786,67.046928,29.63,25.682425,36.25726,203.28522,0.7632,0.0011433649
130032,2023-02-23 05:51:51.999992,18.267786,67.046928,34.37,25.27826,36.22708,185.70108,0.7704,0.0009783058
130035,2023-02-23 05:51:51.999992,18.267786,67.046928,39.04,25.177172,36.23,173.01772,0.72,0.0012703312
130037,2023-02-23 05:51:51.999992,18.267786,67.046928,41.72,25.032196,36.213394,159.63905,0.5472,0.0008385682
130042,2023-02-23 05:51:51.999992,18.267786,67.046928,49.46,24.445438,36.08691,119.60413,0.4176,0.00069906365
130048,2023-02-23 05:51:51.999992,18.267786,67.046928,58.21,24.018337,36.005505,124.71594,0.2664,0.00080078
130054,2023-02-23 05:51:51.999992,18.267786,67.046928,69.58,24.404318,36.276306,133.05801,0.1512,0.0004954412
130060,2023-02-23 05:51:51.999992,18.267786,67.046928,79.23,23.93749,36.246212,84.46744,0.1656,0.0005715806
130064,2023-02-23 05:51:51.999992,18.267786,67.046928,85.55,23.058405,36.05391,69.99246,0.1728,0.0004448366
130072,2023-02-23 05:51:51.999992,18.267786,67.046928,99.27,23.0079,36.28722,56.926582,0.0864,0.00040614832
130078,2023-02-23 05:51:51.999992,18.267786,67.046928,109.61,22.244362,36.26457,26.193806,0.0432,0.00035511603
130084,2023-02-23 05:51:51.999992,18.267786,67.046928,119.57,20.940453,36.072407,5.7411227,0.0648,0.0006344486
130090,2023-02-23 05:51:51.999992,18.267786,67.046928,128.43,20.387403,36.04504,2.8734431,0.0504,0.0003548502
130096,2023-02-23 05:51:51.999992,18.267786,67.046928,139.42,19.649874,35.948814,2.4981298,0.0648,0.0004054931
130102,2023-02-23 05:51:51.999992,18.267786,67.046928,148.24,19.071632,35.880394,2.5179238,0.0648,0.000481521
130108,2023-02-23 05:51:51.999992,18.267786,67.046928,158.09,18.518934,35.808647,2.5151103,0.072,0.0005575321
130114,2023-02-23 05:51:51.999992,18.267786,67.046928,169.54,17.350412,35.638927,2.571389,0.072,0.0005825095
130120,2023-02-23 05:51:51.999992,18.267786,67.046928,179.76,17.00225,35.698227,2.5829322,0.072,0.00060753553
130126,2023-02-23 05:51:51.999992,18.267786,67.046928,189.59,17.058565,35.853416,2.5792155,0.0864,0.00068337895
130131,2023-02-23 05:51:51.999992,18.267786,67.046928,196.84,16.906263,35.86044,2.5717168,0.0792,0.00065790006
130143,2023-02-23 05:51:51.999992,18.267786,67.046928,219.18,16.543444,35.97407,2.5906973,0.0864,0.0006827544
130152,2023-02-23 05:51:51.999992,18.267786,67.046928,235.27,16.014965,35.91385,2.610437,0.0864,0.0006952152
130165,2023-02-23 05:51:51.999992,18.267786,67.046928,259.41,15.017857,35.765385,2.665526,0.0864,0.0011264341
130176,2023-02-23 05:51:51.999992,18.267786,67.046928,279.57,14.364124,35.716904,2.7094164,0.0792,0.0007322292
130187,2023-02-23 05:51:51.999992,18.267786,67.046928,299.6,13.970533,35.686726,2.741834,0.0936,0.000655717
130198,2023-02-23 05:51:51.999992,18.267786,67.046928,319.45,13.672933,35.648113,2.7579246,0.072,0.0006809062
130209,2023-02-23 05:51:51.999992,18.267786,67.046928,339.45,13.597317,35.663704,2.7628946,0.0864,0.0005918941
130219,2023-02-23 05:51:51.999992,18.267786,67.046928,356.97,13.500325,35.684776,2.7702165,0.1008,0.0005917385
130230,2023-02-23 05:51:51.999992,18.267786,67.046928,377.14,13.40415,35.708714,2.7885854,0.0864,0.00052809244
130242,2023-02-23 05:51:51.999992,18.267786,67.046928,399.62,13.21932,35.695396,2.8135693,0.0864,0.00050252874
130268,2023-02-23 05:51:51.999992,18.267786,67.046928,448.84,12.746859,35.658154,2.8807495,0.0792,0.0004259079
130294,2023-02-23 05:51:51.999992,18.267786,67.046928,499.77,12.550813,35.70692,2.9171689,0.0792,0.0003874738
130320,2023-02-23 05:51:51.999992,18.267786,67.046928,549.5,12.093074,35.657417,2.963331,0.0792,0.00034896526
130345,2023-02-23 05:51:51.999992,18.267786,67.046928,596.1,11.802959,35.63303,3.0077527,0.072,0.00031057873
130371,2023-02-23 05:51:51.999992,18.267786,67.046928,647.41,11.518762,35.639187,3.0533273,0.0864,0.0003356257
130398,2023-02-23 05:51:51.999992,18.267786,67.046928,699.76,11.103629,35.609406,3.186667,0.0936,0.00033518614
130424,2023-02-23 05:51:51.999992,18.267786,67.046928,749.49,10.694947,35.563797,3.505314,0.0864,0.00033477411
130449,2023-02-23 05:51:51.999992,18.267786,67.046928,796.83,10.347809,35.53873,3.9452972,0.0864,0.00038518466
130475,2023-02-23 05:51:51.999992,18.267786,67.046928,847.61,9.968209,35.51091,4.7104416,0.0864,0.00048634008
130502,2023-02-23 05:51:51.999992,18.267786,67.046928,899.54,9.543843,35.464092,6.257046,0.0864,0.000435069
130528,2023-02-23 05:51:51.999992,18.267786,67.046928,949.39,9.235524,35.435932,7.8118677,0.0936,0.00040930122
130554,2023-02-23 05:51:51.999992,18.267786,67.046928,999.09,8.873128,35.397774,9.925684,0.0864,0.00045968036
130580,2023-02-23 05:51:51.999992,18.267786,67.046928,1049.46,8.501616,35.358513,10.992903,0.0792,0.00040842177
130606,2023-02-23 05:51:51.999992,18.267786,67.046928,1099.56,8.100359,35.318752,13.48502,0.1008,0.00039522126
130632,2023-02-23 05:51:51.999992,18.267786,67.046928,1149.77,7.784228,35.291786,14.876858,0.1008,0.00038209208
130658,2023-02-23 05:51:51.999992,18.267786,67.046928,1199.53,7.4754667,35.258614,17.450054,0.0792,0.00036897973
130684,2023-02-23 05:51:51.999992,18.267786,67.046928,1248.96,7.1879196,35.229557,21.180422,0.0864,0.0003813061
130710,2023-02-23 05:51:51.999992,18.267786,67.046928,1299.61,6.8715982,35.200363,23.990416,0.0936,0.00038084408
130736,2023-02-23 05:51:51.999992,18.267786,67.046928,1349.43,6.5388436,35.165417,28.460754,0.0864,0.00039308125
130762,2023-02-23 05:51:51.999992,18.267786,67.046928,1398.11,6.191479,35.128647,34.29177,0.0936,0.00037987987
130813,2023-02-23 05:51:51.999992,18.267786,67.046928,1499.59,5.5185995,35.06158,45.701344,0.1008,0.00039156436
130864,2023-02-23 05:51:51.999992,18.267786,67.046928,1599.58,4.9869957,35.013157,56.745922,0.0936,0.0004161254
130915,2023-02-23 05:51:51.999992,18.267786,67.046928,1699.69,4.406262,34.96346,68.536446,0.0792,0.00041517132
130966,2023-02-23 05:51:51.999992,18.267786,67.046928,1799.64,3.9563448,34.9236,80.108696,0.0864,0.0003635962
131017,2023-02-23 05:51:51.999992,18.267786,67.046928,1899.48,3.604193,34.891373,91.53309,0.0864,0.0003502801
131064,2023-02-23 05:51:51.999992,18.267786,67.046928,1994.65,3.3055,34.8648,100.57314,0.0936,0.00034975162
131071,2023-03-05 05:48:28.000012,18.397881,66.894867,9.66,26.922268,35.632744,230.44543,0.1368,0.00081465574
131074,2023-03-05 05:48:28.000012,18.397881,66.894867,13.94,26.906576,35.96124,228.40703,0.1512,0.0009789567
131078,2023-03-05 05:48:28.000012,18.397881,66.894867,19.49,26.863523,36.01963,224.55838,0.1728,0.0009407795
131082,2023-03-05 05:48:28.000012,18.397881,66.894867,24.9,26.770405,36.04289,206.11487,0.3528,0.0010931423
131085,2023-03-05 05:48:28.000012,18.397881,66.894867,29.01,25.103773,35.78823,160.06718,1.2312,0.0013856963
131088,2023-03-05 05:48:28.000012,18.397881,66.894867,33.7,24.519268,35.716286,135.68112,1.2312,0.0012332912
131092,2023-03-05 05:48:28.000012,18.397881,66.894867,38.79,24.21754,35.71854,114.89589,0.8496,0.0010935133
131094,2023-03-05 05:48:28.000012,18.397881,66.894867,41.62,24.047401,35.69249,104.03347,0.7848,0.0008903427
131099,2023-03-05 05:48:28.000012,18.397881,66.894867,49.71,23.436056,35.59404,66.398384,0.4176,0.00076340354
131105,2023-03-05 05:48:28.000012,18.397881,66.894867,59.38,22.68259,35.586185,34.15795,0.144,0.00044570264
131110,2023-03-05 05:48:28.000012,18.397881,66.894867,66.51,21.873684,35.456417,21.223375,0.1152,0.00039491538
131117,2023-03-05 05:48:28.000012,18.397881,66.894867,79.58,21.424767,35.420227,16.533007,0.1008,0.0003821153
131123,2023-03-05 05:48:28.000012,18.397881,66.894867,89.11,20.939674,35.40299,15.693823,0.0648,0.0003565354
131129,2023-03-05 05:48:28.000012,18.397881,66.894867,98.27,20.759007,35.48191,15.258668,0.0576,0.0008770113
131135,2023-03-05 05:48:28.000012,18.397881,66.894867,109.54,20.566113,35.55684,16.150644,0.0576,0.0003306378
131141,2023-03-05 05:48:28.000012,18.397881,66.894867,118.0,20.58055,35.65775,16.491953,0.0504,0.00036849777
131147,2023-03-05 05:48:28.000012,18.397881,66.894867,128.36,19.832134,35.59024,7.681863,0.0648,0.0003301302
131153,2023-03-05 05:48:28.000012,18.397881,66.894867,139.63,19.142868,35.55765,4.0838223,0.0576,0.0003044717
131159,2023-03-05 05:48:28.000012,18.397881,66.894867,148.24,18.706266,35.56116,2.749792,0.0576,0.00041851593
131164,2023-03-05 05:48:28.000012,18.397881,66.894867,157.08,18.140394,35.54491,2.5348825,0.072,0.0004054864
131171,2023-03-05 05:48:28.000012,18.397881,66.894867,169.31,17.816757,35.57367,2.5421958,0.0648,0.00044327235
131177,2023-03-05 05:48:28.000012,18.397881,66.894867,178.16,17.427761,35.594425,2.554017,0.072,0.0005445847
131183,2023-03-05 05:48:28.000012,18.397881,66.894867,188.0,17.160368,35.614555,2.5751119,0.072,0.00060783414
131189,2023-03-05 05:48:28.000012,18.397881,66.894867,199.52,16.587322,35.577923,2.6140325,0.0792,0.0007726198
131198,2023-03-05 05:48:28.000012,18.397881,66.894867,215.76,16.01486,35.600967,2.6507301,0.072,0.0007339958
131211,2023-03-05 05:48:28.000012,18.397881,66.894867,239.51,15.987719,35.804237,2.644817,0.1008,0.000771588
131221,2023-03-05 05:48:28.000012,18.397881,66.894867,257.84,15.427503,35.765,2.664778,0.0864,0.0007965978
131233,2023-03-05 05:48:28.000012,18.397881,66.894867,278.09,15.048641,35.742893,2.6868412,0.0936,0.0007836186
131244,2023-03-05 05:48:28.000012,18.397881,66.894867,299.13,15.044556,35.88071,2.6587298,0.1008,0.0009991933
131253,2023-03-05 05:48:28.000012,18.397881,66.894867,315.08,14.22608,35.725822,2.7161767,0.072,0.0007955811
131266,2023-03-05 05:48:28.000012,18.397881,66.894867,339.4,13.632573,35.645275,2.7649171,0.0864,0.00068087527
131277,2023-03-05 05:48:28.000012,18.397881,66.894867,359.69,13.340201,35.634796,2.794867,0.0936,0.0005535868
131288,2023-03-05 05:48:28.000012,18.397881,66.894867,379.27,13.27087,35.66481,2.7992082,0.0936,0.00055344944
131299,2023-03-05 05:48:28.000012,18.397881,66.894867,399.07,13.131706,35.658882,2.8351908,0.072,0.0005279224
131324,2023-03-05 05:48:28.000012,18.397881,66.894867,447.35,12.812066,35.659,2.8824153,0.0864,0.000375175
131351,2023-03-05 05:48:28.000012,18.397881,66.894867,499.35,12.557924,35.653282,2.9160066,0.072,0.000400304
131377,2023-03-05 05:48:28.000012,18.397881,66.894867,549.92,12.377631,35.691833,3.0187645,0.0792,0.00038731162
131403,2023-03-05 05:48:28.000012,18.397881,66.894867,599.46,12.035276,35.677803,3.015066,0.0792,0.00038694742
131429,2023-03-05 05:48:28.000012,18.397881,66.894867,648.8,11.591023,35.634834,3.134444,0.0864,0.00038652666
131455,2023-03-05 05:48:28.000012,18.397881,66.894867,699.69,11.058957,35.579964,3.397546,0.0936,0.00029709912
131480,2023-03-05 05:48:28.000012,18.397881,66.894867,746.96,10.777624,35.57179,3.3681355,0.0936,0.00030946065
131507,2023-03-05 05:48:28.000012,18.397881,66.894867,799.47,10.462456,35.55515,3.726421,0.0864,0.00033449364
131533,2023-03-05 05:48:28.000012,18.397881,66.894867,849.23,10.039398,35.512714,4.4834714,0.072,0.00037213342
131557,2023-03-05 05:48:28.000012,18.397881,66.894867,894.95,9.730798,35.485268,5.0495267,0.0864,0.00040988214
131585,2023-03-05 05:48:28.000012,18.397881,66.894867,949.58,9.297786,35.44178,6.9160805,0.0936,0.00040937896
131610,2023-03-05 05:48:28.000012,18.397881,66.894867,996.64,8.966879,35.405613,9.2128525,0.0936,0.00049788854
131637,2023-03-05 05:48:28.000012,18.397881,66.894867,1049.48,8.731977,35.38616,9.057131,0.0936,0.00038329395
131663,2023-03-05 05:48:28.000012,18.397881,66.894867,1099.4,8.393847,35.3547,10.311985,0.072,0.00042096505
131688,2023-03-05 05:48:28.000012,18.397881,66.894867,1146.68,8.021848,35.31692,12.615784,0.0936,0.00040780255
131715,2023-03-05 05:48:28.000012,18.397881,66.894867,1199.65,7.6006236,35.265564,16.827713,0.0864,0.00041996597
131741,2023-03-05 05:48:28.000012,18.397881,66.894867,1249.12,7.226798,35.226017,20.031898,0.0864,0.00045756518
131767,2023-03-05 05:48:28.000012,18.397881,66.894867,1299.4,6.9694676,35.202354,22.77496,0.0936,0.0003937103
131793,2023-03-05 05:48:28.000012,18.397881,66.894867,1349.45,6.629225,35.16894,27.100462,0.0936,0.0004059233
131819,2023-03-05 05:48:28.000012,18.397881,66.894867,1399.23,6.336859,35.142014,31.395004,0.0792,0.0003927897
131870,2023-03-05 05:48:28.000012,18.397881,66.894867,1499.37,5.659519,35.07607,42.45869,0.0936,0.0004044823
131921,2023-03-05 05:48:28.000012,18.397881,66.894867,1599.48,5.023306,35.01896,55.15107,0.0864,0.00040347376
131972,2023-03-05 05:48:28.000012,18.397881,66.894867,1698.65,4.4141836,34.9604,70.55882,0.0792,0.000377086
132022,2023-03-05 05:48:28.000012,18.397881,66.894867,1796.5,3.9360545,34.919346,82.752045,0.0936,0.00037627041
132074,2023-03-05 05:48:28.000012,18.397881,66.894867,1899.33,3.5194743,34.882042,95.112656,0.0936,0.0003501343
132117,2023-03-05 05:48:28.000012,18.397881,66.894867,1987.38,3.306,34.8645,100.85498,0.0792,0.0003497534
132127,2023-03-15 05:52:56.000006,18.355539,66.891891,7.11,27.319128,35.540455,229.72603,0.1152,0.0008783373
132132,2023-03-15 05:52:56.000006,18.355539,66.891891,14.42,27.312174,35.541985,228.55821,0.108,0.00081483717
132135,2023-03-15 05:52:56.000006,18.355539,66.891891,19.71,27.376986,35.61217,223.46844,0.1872,0.00090359786
132138,2023-03-15 05:52:56.000006,18.355539,66.891891,23.32,27.432972,35.88995,209.41525,0.684,0.0012457609
132142,2023-03-15 05:52:56.000006,18.355539,66.891891,29.36,26.454006,35.8635,198.0449,1.2456,0.0015125996
132145,2023-03-15 05:52:56.000006,18.355539,66.891891,33.86,26.3703,35.914577,187.62413,1.1736,0.0017537746
132148,2023-03-15 05:52:56.000006,18.355539,66.891891,37.19,26.371763,35.95724,196.18092,1.1448,0.0012964765
132153,2023-03-15 05:52:56.000006,18.355539,66.891891,44.71,26.438353,36.16346,212.39027,0.5832,0.0011436541
132155,2023-03-15 05:52:56.000006,18.355539,66.891891,47.78,26.325434,36.20488,189.60057,0.7992,0.0009530247
132162,2023-03-15 05:52:56.000006,18.355539,66.891891,59.74,24.813116,35.869152,148.51892,0.5472,0.0008266334
132168,2023-03-15 05:52:56.000006,18.355539,66.891891,69.75,24.83974,36.10406,173.39926,0.2592,0.0005720742
132174,2023-03-15 05:52:56.000006,18.355539,66.891891,79.09,25.25949,36.39653,183.54015,0.2088,0.0006350087
132179,2023-03-15 05:52:56.000006,18.355539,66.891891,86.47,25.05975,36.34698,153.04706,0.1368,0.00047002334
132185,2023-03-15 05:52:56.000006,18.355539,66.891891,97.53,23.91947,36.008728,103.10185,0.0864,0.00038164752
132192,2023-03-15 05:52:56.000006,18.355539,66.891891,109.85,21.936127,35.5046,25.309958,0.0576,0.00038212142
132197,2023-03-15 05:52:56.000006,18.355539,66.891891,116.67,21.619633,35.469112,20.054037,0.0504,0.0004201904
132203,2023-03-15 05:52:56.000006,18.355539,66.891891,127.95,21.05695,35.483696,16.178291,0.072,0.000356427
132210,2023-03-15 05:52:56.000006,18.355539,66.891891,139.6,20.649305,35.62211,14.977079,0.0504,0.00033052894
132216,2023-03-15 05:52:56.000006,18.355539,66.891891,149.89,20.0999,35.55572,9.272406,0.0432,0.00030499982
132220,2023-03-15 05:52:56.000006,18.355539,66.891891,155.57,19.762438,35.531998,6.3415318,0.0504,0.0003048713
132228,2023-03-15 05:52:56.000006,18.355539,66.891891,168.74,19.167013,35.60021,3.119903,0.0504,0.00031713932
132234,2023-03-15 05:52:56.000006,18.355539,66.891891,179.72,18.551584,35.63383,2.548782,0.0648,0.0003801508
132240,2023-03-15 05:52:56.000006,18.355539,66.891891,189.74,17.88303,35.71606,2.5515664,0.072,0.0005954577
132243,2023-03-15 05:52:56.000006,18.355539,66.891891,193.6,17.859324,35.75542,2.5568964,0.0648,0.00058262673
132257,2023-03-15 05:52:56.000006,18.355539,66.891891,219.43,17.021786,35.766186,2.5844948,0.072,0.00081061345
132268,2023-03-15 05:52:56.000006,18.355539,66.891891,239.71,16.089464,35.743763,2.6265595,0.072,0.0008479988
132279,2023-03-15 05:52:56.000006,18.355539,66.891891,259.03,15.54536,35.77962,2.6434336,0.0864,0.00072046695
132289,2023-03-15 05:52:56.000006,18.355539,66.891891,277.49,15.113628,35.748558,2.655868,0.0936,0.00079636276
132299,2023-03-15 05:52:56.000006,18.355539,66.891891,295.57,14.625508,35.70556,2.7084682,0.0864,0.00077061594
132312,2023-03-15 05:52:56.000006,18.355539,66.891891,319.46,14.164342,35.656223,2.7344825,0.0864,0.00092267845
